Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2010,0.217,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2011,0.212,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2012,0.213,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2013,0.213,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2014,0.213,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2015,0.205,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2016,0.202,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2017,0.201,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2018,0.198,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),2,Africa,2019,0.198,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2000,0.17,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2001,0.164,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2002,0.183,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2003,0.176,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2004,0.175,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2005,0.159,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2006,0.148,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2007,0.139,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2008,0.128,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2009,0.125,2009,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2010,0.126,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2011,0.13,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2012,0.108,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2013,0.111,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2014,0.124,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2015,0.112,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2016,0.105,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2017,0.119,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2018,0.113,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),8,Albania,2019,0.104,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2000,0.227,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2001,0.226,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2002,0.232,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2003,0.228,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2004,0.223,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2005,0.222,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2006,0.228,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2007,0.232,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2008,0.235,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2009,0.248,2009,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2010,0.242,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2011,0.253,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2012,0.268,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2013,0.268,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2014,0.275,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2015,0.281,2015,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2016,0.267,2016,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2017,0.269,2017,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2018,0.279,2018,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),12,Algeria,2019,0.287,2019,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2000,0.345,2000,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2001,0.341,2001,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2002,0.33,2002,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2003,0.326,2003,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2004,0.318,2004,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2005,0.309,2005,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2006,0.295,2006,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2007,0.292,2007,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2008,0.283,2008,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2009,0.273,2009,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2010,0.276,2010,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2011,0.263,2011,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2012,0.251,2012,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2013,0.252,2013,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),19,Americas,2014,0.247,2014,,,,2017,"IEA (2021), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
