Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Benin,BEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,5.4078221321106,4.44922971725464,6.89684104919434,7.51669311523438,8.11689758300781,8.69726467132568,13.4309768676758,16.2260112762451,11.0660028457642,15.2943601608276,17.1921844482422,16.747350692749,17.475679397583,18.1965103149414,..
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Bermuda,BMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,31.1499996185303,40.0451316833496,43.9788780212402,41.0999984741211,51.8330116271973,59.8081130981445,87.4511413574219,91.483512878418,95.5307159423828,99.5897903442383,97.6999969482422,99.974365234375,100,100,..
Bhutan,BTN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,8.79651641845703,19.5000267028809,23.7196559906006,18.4511089324951,32.4330139160156,43.2262916564941,80.3489456176758,86.5948257446289,92.9191131591797,99.4221343994141,96.7601547241211,99.9632263183594,100,100,..
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.9630432128906,69.2585372924805,63.9968566894531,72.3000030517578,75.9453048706055,68.2882080078125,89.5056838989258,90.0387268066406,91.522819519043,91.8000030517578,91.8000030517578,92.8000030517578,95.0800018310547,97.5541229248047,..
Bolivia,BOL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,28.1674308776855,28.0133419036865,22.5278015136719,34.9555931091309,40.4904022216797,29.5450038909912,68.5167388916016,70.2928619384766,74.338493347168,74.8694534301758,74.820442199707,77.5866775512695,84.9234771728516,91.8135147094727,..
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.4000015258789,98.5,100,100,100,99.5,100,99.6999969482422,100,100,100,100,100,..
Bosnia and Herzegovina,BIH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.4089794158936,24.7999992370605,27,33.0831069946289,35.2989120483398,37.5141792297363,57.9919204711914,59.952995300293,62.1300010681152,64.1750564575195,67.4000015258789,68.2292633056641,69.9597396850586,71.994758605957,..
Botswana,BWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,11.9733152389526,10.4424743652344,6.41158771514893,16.4624996185303,17.964750289917,19.4215984344482,25.996208190918,26.8171291351318,26.4516563415527,28.6350612640381,30.9648723602295,28.7520332336426,27.1253280639648,26.3828983306885,..
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.391716003418,96.0165252685547,96.6529922485352,96.980094909668,96.7651062011719,97.0935134887695,99.5751495361328,99.6502456665039,99.7108993530273,99.6999969482422,99.8000030517578,99.6999969482422,99.8000030517578,100,..
Brazil,BRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,74.3994064331055,81.8757629394531,84.1179504394531,85.321533203125,83.4505462646484,84.8305358886719,97.5020370483398,97.9100799560547,98.2324066162109,98.4671325683594,99.1695938110352,98.4109039306641,98.4820861816406,100,..
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.4126968383789,97.5228271484375,97.6253662109375,97.7226715087891,97.8170928955078,97.9109802246094,99.021110534668,99.1800231933594,100,100,100,100,100,100,..
British Virgin Islands,VGB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,97.1881484985352,97.3266372680664,97.4535217285156,97.5676879882813,97.667724609375,97.7520980834961,98.3927688598633,98.7217178344727,100,100,100,100,100,100,..
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Brunei Darussalam,BRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,99.6999969482422,..
Bulgaria,BGR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,9.07501983642578,9.52135181427002,9.96009922027588,11.3999996185303,10.8242387771606,11.2543277740479,15.4056425094604,19.2000007629395,16.0769748687744,16.641056060791,17.2140426635742,14.3999996185303,18.3748550415039,18.957239151001,..
Burkina Faso,BFA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2.28384613990784,2.25622987747192,2.18911051750183,1.1525604724884,1.93447208404541,1.74494755268097,1.08225417137146,4.74987554550171,..,..,..,..,..,..,..
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2.46323680877686,2.79742002487183,3.12401843070984,3.44538164138794,3.76385879516602,3.20731711387634,6.90000009536743,7,8.42765235900879,9.34840965270996,9.30000019073486,10.8849086761475,11.3565282821655,11.7355556488037,..
Burundi,BDI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,0.998028159141541,0.980122625827789,1.73785471916199,2.38418173789978,1.65840876102448,3.31082940101624,3.45154094696045,3.4841194152832,..
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.4223289489746,60.1615180969238,58.5999984741211,63.619499206543,65.3429870605469,67,84.3393478393555,85.3079071044922,86.3578414916992,87.5449295043945,88.6909637451172,90.411750793457,91.4000015258789,94.1617431640625,..
Cabo Verde,CPV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,31.5254287719727,33.7098007202148,30.7221603393555,38.2224540710449,40.5498352050781,42.4578018188477,71.5209045410156,73.7271270751953,76.1404571533203,78.6211242675781,80.990234375,84.9697341918945,87.2879028320313,93.5137023925781,..
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,16.6000003814697,14.6247777938843,18.1870994567871,19.2999992370605,25.2983837127686,20.5,57.5736961364746,56.0999984741211,64.9104232788086,69.5443115234375,89.0699996948242,81.0756530761719,84,86.4000015258789,..
Cambodia,KHM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.55524158477783,2.97569727897644,6.82457065582275,7.65602111816406,14.5160789489746,9.51645278930664,47.4125480651855,44.7267532348633,56.1210784912109,61.7098274230957,86.0893402099609,75.4940567016602,79.9697570800781,82.9139785766602,..
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,41,46.2000007629395,44.0404014587402,45.1230125427246,47.0999984741211,47.2819328308105,56.2078132629395,56.7999992370605,58.5955924987793,59.8087768554688,61.0308647155762,62.2000007629395,63.4898796081543,64.7213668823242,..
Cameroon,CMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,9.22145843505859,13.8618879318237,13.7675514221191,14.3684396743774,19.4741840362549,15.4982967376709,19.1956977844238,18.8019466400146,21.0984592437744,21.8343601226807,22.5990962982178,26.2765331268311,24.1768779754639,24.9756126403809,..
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Canada,CAN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cayman Islands,CYM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,6,5.7360520362854,6.17705392837524,6.61282014846802,7.04570055007935,7.4780445098877,11.4691410064697,12.0573968887329,12.727029800415,13.5338163375854,14.2995414733887,14.8423757553101,14.3000001907349,15.4650840759277,..
Central African Republic,CAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,0.834010660648346,0.969780445098877,1.09164309501648,1.19905006885529,1.2859081029892,0.625170886516571,0.984929382801056,1.43695080280304,1.96149611473083,2.38064002990723,2.52897596359253,1.53156745433807,2.25286674499512,..
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,3.17988133430481,3.5271143913269,3.86676287651062,4.20117616653442,3.5,4.86369371414185,8.12655830383301,8.40568542480469,7.69999980926514,9.26384735107422,10.8999996185303,10.1140403747559,8.39999961853027,11.080117225647,..
Chad,TCD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1.29176568984985,1.41109180450439,1.52036118507385,1.62037241458893,..,1.79719519615173,3.04797101020813,3.0153751373291,0.52286285161972,2.85506963729858,4.13559150695801,2.30808305740356,..,1.99430644512177,..
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Channel Islands,CHI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.9386901855469,97.1158065795898,97.2836837768555,98.7823257446289,97.606086730957,97.7653121948242,99.5999984741211,100,99.71484375,100,99.6999969482422,100,100,100,..
Chile,CHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,86.545768737793,81.9884185791016,83.1385040283203,92.7695083618164,85.6986694335938,86.8134536743164,100,100,100,100,100,100,100,100,..
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.0217971801758,97.2727890014648,97.5162048339844,97.7543792724609,97.9896697998047,98.2244262695313,99.9964447021484,100,100,100,100,100,100,100,..
China,CHN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,95.3554840087891,95.7868270874023,96.1137084960938,96.4428787231445,96.7737121582031,97.1050033569336,99.992431640625,100,100,100,100,100,100,100,..
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.1999969482422,98.4700012207031,94.9055023193359,95.1293487548828,95.3503112792969,96.8000030517578,97.7794189453125,97.7909393310547,98.186897277832,98.4000015258789,98.5,98.5,99.7559204101563,100,..
Colombia,COL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,83.2728271484375,94.2896118164063,82.1696624755859,82.8138122558594,83.4325103759766,88.8729095458984,90.0737686157227,89.8921508789063,91.7902450561523,92.7619934082031,92.7403411865234,92.6166763305664,98.7082977294922,100,..
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.7153549194336,42.0186653137207,44.7999992370605,46.6048812866211,48.8924865722656,51.1795539855957,69.7684478759766,72.1627960205078,74.5719833374023,76.9930419921875,79.4230041503906,81.8589096069336,84.2977752685547,86.7371368408203,..
Comoros,COM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,30.1085224151611,32.6640548706055,33.2156944274902,37.7430458068848,40.267261505127,42.7755165100098,62.855037689209,65.4506607055664,68.0679626464844,70.7028503417969,73.3514251708984,76.0094757080078,78.6721801757813,81.3364028930664,..
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.69999980926514,7.31436443328857,7.91584491729736,8.51208972930908,9.10544872283936,6,14.7332000732422,13.5,16.1482429504395,17.0418376922607,17.9165096282959,18.5682907104492,19.1000003814697,19.1000003814697,..
"Congo, Dem. Rep.",COD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,1,1,1,1,1,1,..
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.090015411377,30.063591003418,31.0295829772949,31.9903373718262,32.9482078552246,33.7999992370605,42.5439720153809,43.4321212768555,44.4016494750977,45.5083274841309,46.5739479064941,47.416675567627,48.4074745178223,49.5171012878418,..
"Congo, Rep.",COG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,5.07388877868652,5.63377666473389,6.16818714141846,6.67378950119019,7.14473104476929,7.22366523742676,10.6607389450073,11.1641511917114,11.8126649856567,12.4519958496094,12.9012765884399,13.0286693572998,13.9188365936279,14.7540216445923,..
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.9400024414063,98.2497787475586,98.5091857910156,98.6958999633789,98.9547805786133,99.0530548095703,99.5635147094727,99.3592910766602,99.4098052978516,99.5,99.5999984741211,99.6999969482422,99.7099990844727,99.9000015258789,..
Costa Rica,CRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,92.8155288696289,95.7712326049805,96.3225936889648,96.6684417724609,97.3414840698242,97.4430770874023,98.4360275268555,98.2686996459961,97.682014465332,98.4525909423828,98.8671646118164,98.9319458007813,98.8659973144531,99.7319793701172,..
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.6894683837891,49.6558570861816,51.4000015258789,51.5682334899902,52.5189170837402,58.9000015258789,61.3625907897949,61.9000015258789,62.5999984741211,64.3000030517578,65.5999984741211,67.1473922729492,68.4595565795898,69.6791229248047,..
Cote d'Ivoire,CIV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,23.7461547851563,24.5833225250244,26.8116111755371,26.2246589660645,27.0255584716797,36.1863670349121,34.3230628967285,34.280891418457,39.2256889343262,36.7315368652344,38.2782440185547,40.2665901184082,41.7922592163086,43.1361083984375,..
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Croatia,HRV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,97,96.2262573242188,95.5,96.5130310058594,96.6509094238281,96.7882537841797,98.1793670654297,98.4239883422852,98.6834564208984,98.9547882080078,99.2350311279297,99.5212097167969,99.8000030517578,100,..
Cuba,CUB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,87.8429260253906,85.2467727661133,82.2710800170898,86.5104064941406,87.1403198242188,87.7114791870117,92.235221862793,93.2161560058594,94.305549621582,95.4693908691406,96.6773681640625,97.9149475097656,99.4631500244141,100,..
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Curacao,CUW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cyprus,CYP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Czech Republic,CZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Denmark,DNK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.3799514770508,56.3651428222656,49.7000007629395,56.3151168823242,56.2845993041992,56.253547668457,56.2974739074707,56.618839263916,57.5785636901855,58.6754455566406,60.2000007629395,60.5641860961914,61.2119293212891,61.7670822143555,..
Djibouti,DJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,56.0773811340332,53.7317848205566,26.09912109375,48.907356262207,46.4023818969727,43.8186454772949,22.2141513824463,20.8129043579102,22.2295074462891,24.2728710174561,..,25.3661479949951,25.1654186248779,24.7941417694092,..
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.9518127441406,82.2792129516602,87.6999969482422,84.9136199951172,86.2253112792969,87.5364761352539,98.3181076049805,99.7365493774414,99.8290176391602,99.9835357666016,100,100,100,100,..
Dominica,DMA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.7649307250977,89.7913589477539,89.7498168945313,89.1738052368164,90.3165664672852,90.141227722168,98.385856628418,98.4709777832031,98.5603637695313,98.9000015258789,100,98.9000015258789,99,100,..
Dominican Republic,DOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,76.1583786010742,77.8280029296875,77.7692718505859,78.470573425293,80.2052993774414,79.7276077270508,93.4419860839844,93.639892578125,93.9166107177734,95.0371322631836,100,95.9013824462891,96.2982177734375,100,..
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.7322616577148,94.0246200561523,94.3093872070313,94.9730453491211,94.8655700683594,95.832649230957,98.0346755981445,98.9760665893555,98.8258819580078,98.6999969482422,99.1999969482422,98.6999969482422,99.0899963378906,98.8499984741211,..
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,85.453125,86.0529251098633,86.7093505859375,88.1286773681641,88.0528182983398,89.6499404907227,95.4451370239258,97.5028533935547,97.0184020996094,96.7834930419922,97.797966003418,96.9359664916992,97.7574768066406,97.3995742797852,..
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.6999969482422,97.3440780639648,97.5361785888672,98.8000030517578,97.9070281982422,99.4000015258789,99.8503875732422,99.8000030517578,99.3000030517578,100,100,100,100,100,..
"Egypt, Arab Rep.",EGY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.3533096313477,95.8643035888672,96.2140045166016,98.1228485107422,96.4768753051758,99.0979156494141,99.8261032104492,99.7250518798828,99.4495620727539,100,100,100,100,100,..
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.5192489624023,87.0638275146484,87.5490570068359,86.9611511230469,87.357048034668,87.5258407592773,95.0431060791016,95.1254196166992,95.4000015258789,96,96.8000030517578,97,97.3600006103516,100,..
El Salvador,SLV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,67.9177703857422,72.3205718994141,72.9519348144531,72.3182220458984,73.0275802612305,73.1714859008789,89.2576065063477,89.2333145141602,89.4191436767578,90.2641296386719,91.3411712646484,92.6235809326172,93.6231384277344,100,..
