Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Andorra,AND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,40193672967.3138,41884218272.0008,47607984243.6713,49031391565.5298,54401732106.9773,62577722356.6046,109811717090.514,115107527232.243,116193649124.151,113195795293.516,113029156434.079,110764470655.247,110072586683.261,104128680882.974,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,9129634978.33773,8936063723.20121,15285594828.418,17812705294.325,23552052407.5488,36970918699.2523,136709862831.194,145712200312.505,116193649124.151,101123851090.455,122123822333.59,101353230784.594,89417190341.2533,58375976292.9678,..
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2451.50982599127,2471.66462723733,2717.44096999519,2705.70613893833,2900.16696257258,3220.07808518711,4220.96480538831,4272.45553706668,4166.97983330278,3924.62047106472,3790.79156544691,3595.10666708754,3458.65051207408,3168.25387302793,..
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3289.40954946819,3389.19696691951,3785.1503220062,3838.7950524777,4225.4679269176,4837.70982676046,7682.47538648506,8179.29782812609,7337.56982204938,7103.22643061091,7310.89658895511,7099.97195809928,6952.41936236851,6445.43287270595,..
Angola,AGO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4727.96631394756,4766.83673589953,5240.8394329332,5218.20771212651,5593.24362419081,6210.2221878264,8140.52597328045,8239.8306720725,8036.41089824639,7568.99816818809,7310.89658895511,6933.49993413352,6670.33145836633,6110.27434069248,..
Angola,AGO,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,12071.7376436454,12164.5393036011,13355.8106195214,13279.9025478299,14208.3061783378,15750.7946394848,21524.4387623225,21778.392421502,21221.6543814894,19973.6202647225,19260.3366015458,18226.0404767862,17481.6547743882,16330.1606324354,..
Angola,AGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,53931438611.886,57432494669.7672,66313630684.0612,69564636251.1885,79261910487.6944,94014137040.1714,199865635605.063,220364785384.766,204603585194.557,204874680466.819,217987314775.762,218748623735.012,221262824980.767,211837324170.364,..
Angola,AGO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.89016332100962,3.87310081436431,3.66182566484066,3.9998144235304,4.68193728311966,3.91288354903499,4.82734281508691,4.76307157240238,5.6851448644464,6.7526805695234,6.58054962283088,6.05946920564536,4.30866653967553,6.82847515651985,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1069381614.5052,1020746101.54234,1031233675.39432,1093897040.21001,1156982395.5026,1231883484.14811,1240363271.73109,1287444082.93699,1336692592.59259,1410163355.6217,1454503449.73032,1554626242.87881,1630215842.3024,1301036618.29788,..
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,826370370.37037,800481481.481481,814381481.481481,856396296.296296,919729629.62963,1022962962.96296,1181448148.14815,1249733333.33333,1336692592.59259,1436585185.18519,1467977777.77778,1605944444.44444,1687533333.33333,1370281481.48148,..
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14069.5148408067,13220.0448316627,13170.6260108089,13792.5009167708,14399.8207214034,15122.1856098317,13554.4013958157,13908.9916265529,14285.3297773091,14919.2060476269,15242.3730650282,16146.5927471262,16786.4474314205,13285.6447420337,..
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16843.1216095067,16173.3262222136,16367.734900892,17458.8837289464,18718.3707760024,20269.690993938,18797.6263678382,19039.0045029811,18911.3068944389,19920.2657838504,19840.2840357027,21521.8850511088,22774.1742001371,18241.868195762,..
Antigua and Barbuda,ATG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,18313.6293472963,17207.913971526,17143.5878040543,17953.0532800876,18743.5730615554,19683.8416472075,17643.1302710941,18104.6837879971,18594.5455550999,19419.6326457349,19840.2840357027,21017.2644997656,21850.1334122252,17293.3023063296,..
Antigua and Barbuda,ATG,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1280195144.17377,1248774864.26956,1281560907.27004,1384681527.42647,1503964936.73947,1651209567.74817,1720170788.92087,1762288334.80494,1769549897.41954,1882863521.88954,1893259104.10693,2072170136.49086,2211713927.44631,1786389668.67458,..
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1.63140910720688,1.74015638735946,1.81733012556678,1.90462186509361,1.85561779427932,1.79145546705286,2.73926223623864,2.75495809476392,2.68296264688687,2.72740397753933,2.49070275561745,2.47460246076498,2.30272543313273,2.43069820745129,..
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,395646066535.875,378202665751.853,336999433710.193,366780211148.674,399898899166.738,435296589745.339,593858966307.156,578937574935.696,594749285413.212,582376550428.09,598790850843.677,583118120294.002,571304530654.919,514772410744.886,..
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,552025140252.246,526319673731.638,594749285413.212,557531376217.967,643628665302.155,524819742918.669,451932356085.842,389288056265.325,..
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10730.6082172968,10146.1068184859,8943.30800223846,9629.84408600561,10389.1512740641,11192.1795786128,14071.5086831557,13567.9484159809,13789.060424772,13360.2118345982,13595.0373551081,13105.397163317,12712.9707379001,11344.4057423154,..
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11618.7932334926,11226.8797464943,10052.4882560869,11025.1860988296,12214.7407113551,13568.7692061284,20131.6804246983,19683.7715056442,20105.1989918165,20307.870052142,23597.117752839,23293.3986337639,22999.2750525577,20770.7264196415,..
Argentina,ARG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,18625.2835537811,17610.7553863202,15523.0387763102,16714.6701331846,18032.6114274365,19426.4401434847,24424.1364465071,23550.0990599374,23933.8866120953,23189.5274451329,23597.117752839,22747.2416575831,22066.1010083881,19690.6614630829,..
Argentina,ARG,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,49153.4174105124,48106.8767316569,44530.0363457109,44773.408883798,46454.7924151121,49079.6074657476,58863.0101420029,57248.8911709221,58423.3066934368,57072.557705729,58316.7318122318,55878.9120013766,53836.0305044584,52536.3319207913,..
Argentina,ARG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,428394155078.285,418489172661.132,378795278976.384,419925810757.286,470169433019.259,527729109507.491,849616000404.317,839896688260.086,867176759338.262,885227528869.049,1039330591568.54,1036428172096.8,1033557797795.68,942508330081.911,..
Argentina,ARG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.4942719439838,16.0932258763829,20.347773913878,22.4867505875749,18.9370136214371,18.340415936715,15.0110542553443,14.7727785491821,14.1815854549835,13.4880259708051,12.8351683415363,14.0601434041581,14.469857210653,15.3692068333407,..
Armenia,ARM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3959424830.6504,4339529614.36417,4912347523.37066,5600076176.7187,6188084175.20809,7048227875.50714,9870755208.83169,10226102396.4079,10553337672.9872,10574444348.3148,11367527674.612,11958639113.6524,12867495686.1153,11915301005.3428,..
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469950.09033,11121465767.4067,11609512939.7542,10553337672.9872,10546135160.031,11527458565.7334,12457941907.0333,13619291361.2814,12641209802.112,..
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1289.88425211857,1422.47665422275,1619.11218921002,1855.59682694565,2062.20323329876,2364.175934724,3406.53611767826,3511.2250593094,3607.28929855361,3601.46966358115,3860.21805793624,4051.38496692373,4350.46619774208,4021.04626409617,..
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2658.34432173041,2995.90884550107,3463.98606346213,4043.65506161727,4614.86980387949,5455.43499457867,9835.80246091985,10036.8898405952,9969.66485397823,10704.2297624759,12115.1392902637,13020.3963185992,14231.1801885329,13312.1138600539,..
Armenia,ARM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4048.24990407114,4464.38583116475,5081.51855787396,5823.716092618,6472.14199852835,7419.87119017403,10691.2767474722,11019.838784895,11321.3325403745,11303.0678498177,12115.1392902637,12715.1089539751,13653.7633812861,12619.8921540106,..
Armenia,ARM,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,11500.817927443,12495.0245862414,14026.633005268,15862.5964444868,17397.8412234032,19724.4710103003,27275.7412720343,28974.8907031104,30479.2260343738,30875.5105295835,33386.1395817121,37184.8849965525,38991.2720384472,39465.043038839,..
Armenia,ARM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8160045754.95071,9139577172.24627,10509650580.8786,12203500269.3471,13847909043.5482,16264081042.8076,28500152360.1441,29231468082.419,29166842740.5397,31429192104.4042,35676528915.4363,38432837649.8584,42091960116.6691,39446908401.983,..
Armenia,ARM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,9.68257531952384,9.66640553649803,9.20617105938632,10.2846499812967,10.631126108104,11.2719184358436,11.7114918602964,12.3857263612884,..
Aruba,ABW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2839173960.82712,2754814813.59982,2664631917.33441,2717272980.20866,2932251756.57732,2967859536.68768,2794742549.43829,2803126777.08661,2962905027.93296,3025126021.24334,3085628514.57589,..,..,..,..
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1873452513.96648,1920111731.84358,1941340782.12291,2021229050.27933,2228491620.11173,2330726256.98324,2727849720.67039,2790849162.01117,2962905027.93296,2983636871.50838,3092430167.59777,3202188606.92893,..,..,..
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31245.7240422944,29656.1040089547,28051.1192240863,28008.5035479577,29695.4929573171,29670.2876863246,27090.026166222,27011.3203157436,28396.9084228616,28847.814058488,29286.2493197282,..,..,..,..
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,32026.9727415196,31064.3556476532,29847.9283520918,30356.0452745934,33050.9033772923,34051.4928047902,36829.0327743518,36779.429429343,37311.7503195981,37585.0250792115,38897.122666275,..,..,..,..
Aruba,ABW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,41499.6385368811,39388.3526308389,37256.6597201842,37200.0588504797,39440.6678569856,39407.1909679879,35980.1645924769,35875.6298298588,37715.9266182631,38314.8060318881,38897.122666275,..,..,..,..
Aruba,ABW,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2910162905.13092,2885630124.8218,2835314410.0219,2945022088.35996,3263578403.08735,3406102722.27756,3799467166.166,3816822068.4595,3893070716.59654,3941353654.93151,4098239741.2414,..,..,..,..
Aruba,ABW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.92219425790522,3.8559790514984,3.84258992805755,3.71835268103925,3.39759338179995,3.27253116011505,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,872586798723.367,890372741826.771,926116992865.178,954922242233.238,995080989941.195,1026528915832.15,1288790662985.54,1321821485124.76,1350534154255.76,1387560980285.63,1419418366737.24,1460169477425.41,1491025040336.15,1490967836287.24,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,415576210513.094,379083932596.329,395342716617.832,467390797903.32,614166310997.297,695075176665.163,1576335282651.07,1467504819608.92,1350534154255.76,1206685107002.47,1326882872011.46,1428529571351.06,1391952510370.48,1327836171068.51,..
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,45558.753131278,45864.7680331103,47127.2781005515,47997.1371388983,49439.1222880846,50332.8748422221,55723.9482270935,56305.9790936359,56707.0220772116,57358.7827974217,57695.5712591341,58447.2526505317,58781.0466570626,58029.5155258862,..
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26343.0767025713,27439.8277870076,28768.7286317056,29807.4095606,31407.4614546007,32653.4016208815,45906.4400399472,46880.8951800484,46248.6164566389,47255.3070085957,48398.5497014956,50169.1872936523,51748.3977215322,53316.8854335814,..
Australia,AUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,38217.4494444102,38474.1533319445,39533.2234635712,40262.9140616873,41472.5387935104,42222.2727240053,46744.6325424082,47232.875386831,47569.2946015026,48116.0310826944,48398.5497014956,49029.1057110348,49309.1123989414,48678.6824368027,..
Australia,AUS,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,81630.1260027345,82140.4568588704,83755.8704036123,84366.7957606416,86353.2584533897,86093.9348312358,94105.6315615791,95823.7427238993,96035.429491974,97059.7271143626,97191.9771432668,97619.6112647916,97659.6254535974,99154.8260229774,..
Australia,AUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,504548948084.348,532689376829.179,565345793833.1,593030336171.961,632150539681.331,665959595377.554,1061730067174.66,1100561174645.73,1101456818288.23,1143148737101.39,1190694343959.24,1253361153370.88,1312636660762.97,1369884973053.42,..
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.5701155470122,10.9930137248101,10.5553489443195,10.8621699418076,10.8821570660011,10.3348623009791,6.60833321401096,6.36863463394708,6.29999747413608,6.08549932920885,5.79873746244275,5.77727182456784,5.61511806427613,5.65111420964366,..
Austria,AUT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,311192381028.414,315135711888.113,320340348097.004,323356259321.687,332200441760.824,339655236682.676,375650886015,378134963330.691,381971148530.543,389570224508.691,398368950204.699,408334528417.519,414423657207.687,386514237678.398,..
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,197289625479.906,197508773215.323,214394866675.24,262273631180.054,301457562038.541,316092273276.015,430190979705.962,442584815286.034,381971148530.543,395837353031.499,417261151844.977,455168151938.941,445011872704.47,433258467676.515,..
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38842.8905195831,39184.8085972636,39636.4826114521,39815.2219533064,40651.2266155811,41281.2707559522,44299.3781845446,44245.1687398338,44195.8175947748,44590.2516278164,45281.723399938,46188.9665119872,46669.7512148406,43346.4318485062,..
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29376.0197364753,29702.7975286074,31178.6933297272,32144.2418052358,33773.825776679,35013.7140443423,47922.0491207455,48799.7154676985,49865.9039424185,52684.0171130768,54172.9867888254,56960.0914258929,58076.348801448,55685.9702933361,..
Austria,AUT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,46469.8610601036,46878.9162398602,47419.2784117541,47633.1140009916,48633.2718157639,49387.0278641202,52997.7538166712,52932.9001116518,52873.8586545571,53345.7415259818,54172.9867888254,55258.37103291,55833.559903835,51857.6923217339,..
Austria,AUT,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,99847.0924295559,100548.778597243,101167.598934797,101079.852603269,107606.76452196,106353.837180398,107169.710280312,107674.31572691,107546.454902852,108034.41534321,109175.740207791,110417.684255332,111248.30625102,105350.162439385,..
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,235347920936.075,238878600644.736,251984858807.042,261056984714.604,275998555936.944,288086851811.747,406370494341.228,417059741085.658,430975998137.236,460282766423.271,476590426691.819,503556884412.526,515713331248.954,496544223813.718,..
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,18.2149670740326,18.3410929949555,17.7267828085994,17.4531746104997,17.3364603484259,17.4078184700008,16.4957293719062,16.5600152509678,16.6900364578037,17.047414633819,16.8427076676864,16.8284845817184,16.5435327871752,16.2641408100842,..
Azerbaijan,AZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11918018010.8342,13097901809.4266,14334201803.8263,15797480128.1536,17259347553.7711,22085326590.3978,51094670309.1116,52500032807.7481,53074370486.0433,51429065000.976,51531923130.9779,52304901977.9426,53612524527.3911,51307185972.7133,..
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,5272798390.70183,5707720390.8515,6235856819.58445,7276753894.71541,8680370408.05943,13245716099.0057,74164435946.4627,75244294275.1498,53074370486.0433,37867518957.1975,40865558912.3867,47112941176.4706,48174235294.1176,42607176470.5882,..
